tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Anthropology,1270,University of Maryland,Laura,,Gilchrest,2675490,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Douglas,,Gill,899072,3,average,TEACHER,PROFESSOR,3.0
Art History,1270,University of Maryland,Meredith,,Gill,2433580,1,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Maggie,,Gill,2438097,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Stephen,,Gilles,2215105,4,good,TEACHER,PROFESSOR,3.7
Science,1270,University of Maryland,Curtis,,Gilliam,1317658,3,good,TEACHER,PROFESSOR,4.7
Environmental Science,1270,University of Maryland,Lauren,,Gilmartin,2474706,1,poor,TEACHER,PROFESSOR,2.0
Language Arts,1270,University of Maryland,Meg,,Gilmore,1193718,0,zero,TEACHER,PROFESSOR,N/A
Law,1270,University of Maryland,Brian,,Gilmore,2755749,1,good,TEACHER,PROFESSOR,5.0
Government,1270,University of Maryland,James,G,Gimpel,2238126,6,average,TEACHER,PROFESSOR,3.0
Theater,1270,University of Maryland,Brittany,,Ginder,2717884,1,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Drew,,Ginsberg,2436703,9,good,TEACHER,PROFESSOR,5.0
Leadership,1270,University of Maryland,Corin,,Gioia,1581951,1,good,TEACHER,PROFESSOR,4.0
History,1270,University of Maryland,Saverio,,Giovacchini,1520828,4,good,TEACHER,PROFESSOR,3.9
Philosophy,1270,University of Maryland,Kelsey,,Gipe,2051922,7,average,TEACHER,PROFESSOR,3.4
Physics,1270,University of Maryland,MIichelle,,Girvan,2450187,1,good,TEACHER,PROFESSOR,5.0
Physics,1270,University of Maryland,Michelle,,Girvan,2451294,3,good,TEACHER,PROFESSOR,4.7
Physics,1270,University of Maryland,Michele,,Girvin,1223699,2,average,TEACHER,PROFESSOR,3.0
Languages,1270,University of Maryland,peter,,glanville,2402895,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1270,University of Maryland,Erica,,Glasper,2143329,0,zero,TEACHER,PROFESSOR,N/A
Government,1270,University of Maryland,James,,Glass,1225094,19,average,TEACHER,PROFESSOR,3.4
Fine Arts,1270,University of Maryland,Erin,,Glasspatrick,1655358,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,H.,,Glaz,791122,15,poor,TEACHER,PROFESSOR,1.2
Natural Resources,1270,University of Maryland,Scott,,Glenn,928536,8,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Charles,,Glover,852288,3,poor,TEACHER,PROFESSOR,2.3
Biology,1270,University of Maryland,Thomas ,c,Gluick,2029969,3,poor,TEACHER,PROFESSOR,1.3
Spanish,1270,University of Maryland,Doug,,Glynn,2038892,7,good,TEACHER,PROFESSOR,4.0
Agriculture,1270,University of Maryland,Paul,,Goeringer,2680466,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Imani,,Goffney,2726037,1,average,TEACHER,PROFESSOR,3.0
Environmental Science,1270,University of Maryland,Joanna,,Goger,2015356,22,good,TEACHER,PROFESSOR,4.5
Classics,1270,University of Maryland,Madeleine,,Goh,2317610,11,good,TEACHER,PROFESSOR,4.1
Information Science,1270,University of Maryland,Jennifer,,Golbeck,375083,28,good,TEACHER,PROFESSOR,3.5
Business,1270,University of Maryland,Hunt K.,,Gold,1319224,8,poor,TEACHER,PROFESSOR,1.4
Public Health,1270,University of Maryland,Robert,,Gold,2403424,1,good,TEACHER,PROFESSOR,4.0
English,1270,University of Maryland,Ceil,,Goldberg,1035154,13,average,TEACHER,PROFESSOR,2.7
Economics,1270,University of Maryland,Jessica,,Goldberg,2109583,5,poor,TEACHER,PROFESSOR,1.7
Mathematics,1270,University of Maryland,Micah,,Goldblum,2147407,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Rachel,,Golden,1677058,1,good,TEACHER,PROFESSOR,5.0
Communication,1270,University of Maryland,Jim,,Golden,2435309,12,good,TEACHER,PROFESSOR,4.1
Business,1270,University of Maryland,Brent,,Goldfarb,2438886,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Tyler,,Goldman,1897688,1,good,TEACHER,PROFESSOR,5.0
Music,1270,University of Maryland,Aaron,,Goldman,2040528,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,William,,Goldman,2237367,1,good,TEACHER,PROFESSOR,5.0
Engineering,1270,University of Maryland,Neil,,Goldsman,1141225,2,good,TEACHER,PROFESSOR,5.0
Marketing,1270,University of Maryland,Dan,,Goldsmith,2762791,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1270,University of Maryland,Thomas,,Goldstein,2203365,4,good,TEACHER,PROFESSOR,5.0
Kinesiology,1270,University of Maryland,Jay,,Goldstein,2560264,6,average,TEACHER,PROFESSOR,2.7
Languages,1270,University of Maryland,Hadi,,Golkar,1400741,2,good,TEACHER,PROFESSOR,5.0
Engineering,1270,University of Maryland,Michael,,Gollner,2262183,9,good,TEACHER,PROFESSOR,4.2
Science,1270,University of Maryland,Philip,,Gollucci,711288,0,zero,TEACHER,PROFESSOR,N/A
Family Studies,1270,University of Maryland,Laura,,Golojuch,2282115,3,good,TEACHER,PROFESSOR,4.3
Computer Science,1270,University of Maryland,Evan,,Golub,175636,102,poor,TEACHER,PROFESSOR,1.9
English,1270,University of Maryland,Bill,,Gonch,2370880,2,good,TEACHER,PROFESSOR,3.5
Criminal Justice,1270,University of Maryland,Elizabeth,,Gondles,2578294,0,zero,TEACHER,PROFESSOR,N/A
Spanish,1270,University of Maryland,Ligia,,Gonzalez,2646280,3,good,TEACHER,PROFESSOR,4.3
Spanish,1270,University of Maryland,Melissa,,Gonzalez-Contreras,2375323,1,good,TEACHER,PROFESSOR,5.0
Business,1270,University of Maryland,Kylie,,Goodell,2164815,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Michael,,Goodman,2437752,2,good,TEACHER,PROFESSOR,5.0
Journalism,1270,University of Maryland,Pallavi,,Guha,2293760,3,average,TEACHER,PROFESSOR,3.3
Mathematics,1270,University of Maryland,Denny,,Guilick,2650175,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Frances,,Gulick,2390,112,poor,TEACHER,PROFESSOR,2.2
Mathematics,1270,University of Maryland,Denny,,Gulick,464649,56,good,TEACHER,PROFESSOR,4.3
Writing,1270,University of Maryland,Antonino,,Gulli,2233765,11,good,TEACHER,PROFESSOR,4.8
Women's Studies,1270,University of Maryland,Gay,,Gullickson,1419048,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Mestiyage,Danul,Gunatilleka,2557601,34,average,TEACHER,PROFESSOR,2.5
Education,1270,University of Maryland,Bella,,Guner,919373,3,poor,TEACHER,PROFESSOR,2.3
Agriculture,1270,University of Maryland,Snaebjorn,,Gunnsteinsson,2409329,4,poor,TEACHER,PROFESSOR,1.5
Communication,1270,University of Maryland,Jiankun,,Guo,2027567,1,poor,TEACHER,PROFESSOR,2.0
Women's Studies,1270,University of Maryland,Yu,,Guo,2242633,5,good,TEACHER,PROFESSOR,4.2
Physics,1270,University of Maryland,Ayush,,Gupta,1263798,3,good,TEACHER,PROFESSOR,4.3
Finance,1270,University of Maryland,Anil,K,Gupta,2272014,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Ashwani,,Gupta,1075674,3,average,TEACHER,PROFESSOR,2.7
English,1270,University of Maryland,Nicole,,Gurley,1135311,7,average,TEACHER,PROFESSOR,2.5
Criminal Justice,1270,University of Maryland,Amon,,Gus,2821608,0,zero,TEACHER,PROFESSOR,N/A
History,1270,University of Maryland,Reid,,Gustafson,2142926,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,John,,Gustin,1869101,2,poor,TEACHER,PROFESSOR,1.0
Chemistry,1270,University of Maryland,Osvaldo,,Gutierrez,2354597,12,average,TEACHER,PROFESSOR,3.2
Finance,1270,University of Maryland,Ryan,,Guttridge,2233924,8,poor,TEACHER,PROFESSOR,2.0
Government,1270,University of Maryland,Dorith,,Grant-Wisdom,1281909,57,average,TEACHER,PROFESSOR,3.1
Economics,1270,University of Maryland,Thomas,,Gray,1019209,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Jeff,,Gray,1488254,0,zero,TEACHER,PROFESSOR,N/A
Law,1270,University of Maryland,David,,Gray,1688093,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,1270,University of Maryland,Edward,,Gray,1910968,2,poor,TEACHER,PROFESSOR,1.0
Journalism,1270,University of Maryland,Mark,,Gray,2592326,2,average,TEACHER,PROFESSOR,3.0
Public Policy,1270,University of Maryland,Katlin,,Gray,2746961,2,poor,TEACHER,PROFESSOR,1.0
Anthropology,1270,University of Maryland,John,,Grayzel,1077522,2,average,TEACHER,PROFESSOR,3.0
Health Science,1270,University of Maryland,Kerry,,Green,1825978,0,zero,TEACHER,PROFESSOR,N/A
General Business,1270,University of Maryland,james,,green,2358610,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Erin,,Green,2759036,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,James,,Green,1226823,64,average,TEACHER,PROFESSOR,2.6
Sociology,1270,University of Maryland,Mollie,,Greenberg,2412030,8,average,TEACHER,PROFESSOR,3.3
Mathematics,1270,University of Maryland,Zack,,Greenberg,2723010,5,average,TEACHER,PROFESSOR,2.8
Information Science,1270,University of Maryland,Daniel,,Greene,2435874,3,good,TEACHER,PROFESSOR,5.0
Physics,1270,University of Maryland,Richard,,Greene,2215077,16,good,TEACHER,PROFESSOR,4.5
Decision Science,1270,University of Maryland,Arnie,,Greenland,2285829,2,average,TEACHER,PROFESSOR,3.0
Philosophy,1270,University of Maryland,Patricia,,Greenspan,138256,11,average,TEACHER,PROFESSOR,2.5
English,1270,University of Maryland,Kirk,,Greenwood,2154994,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1270,University of Maryland,Greg,,Greg Metcalf,2512235,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Dolly,,Hall,2427183,1,poor,TEACHER,PROFESSOR,2.0
Science,1270,University of Maryland,Cherisse,,Hall,2610738,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1270,University of Maryland,Ricco,,Hall,1947437,11,poor,TEACHER,PROFESSOR,2.1
Geography,1270,University of Maryland,Amanda,Hoffman,Hall,2631100,6,good,TEACHER,PROFESSOR,5.0
Classics,1270,University of Maryland,Judith,,Hallett,2306367,0,zero,TEACHER,PROFESSOR,N/A
Finance,1270,University of Maryland,Karen,,Hallows,1907491,21,poor,TEACHER,PROFESSOR,2.4
Mathematics,1270,University of Maryland,Russell,,Halper,1042943,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Steve,,Halperin,2377821,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Carissa,,Halston,2452860,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland,John,,Ham,1416521,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1270,University of Maryland,George,,Hambrecht,2310779,5,good,TEACHER,PROFESSOR,4.4
Engineering,1270,University of Maryland,Catherine,,Hamel,2466948,5,good,TEACHER,PROFESSOR,5.0
Business,1270,University of Maryland,James,,Hamerstone,2168848,6,average,TEACHER,PROFESSOR,3.3
Information Science,1270,University of Maryland,Michelle,,Hamiel,2175720,0,zero,TEACHER,PROFESSOR,N/A
Criminal Justice,1270,University of Maryland,Russ,,Hamill,846823,33,good,TEACHER,PROFESSOR,4.5
Astronomy,1270,University of Maryland,Doug,,Hamilton,1293723,12,good,TEACHER,PROFESSOR,3.7
Physics,1270,University of Maryland,Doug,C,Hamilton,1784730,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1270,University of Maryland,Eric,,Hamilton,2206507,10,good,TEACHER,PROFESSOR,4.6
Psychology,1270,University of Maryland,Kristen,,Hamilton,2602602,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,David,,Hamilton,1657,89,poor,TEACHER,PROFESSOR,2.2
Public Health,1270,University of Maryland,Samantha,,Guarneri,2569594,1,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1270,University of Maryland,Thomas,,Guarrieri,2346844,4,good,TEACHER,PROFESSOR,4.2
American Studies,1270,University of Maryland,Perla,,Guerrero,1657146,8,average,TEACHER,PROFESSOR,3.2
Chemistry,1270,University of Maryland,Christiana,,Guest,2512289,64,poor,TEACHER,PROFESSOR,1.2
Journalism,1270,University of Maryland,Pallavi,,Guha,2293760,3,average,TEACHER,PROFESSOR,3.3
Mathematics,1270,University of Maryland,Denny,,Guilick,2650175,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Frances,,Gulick,2390,112,poor,TEACHER,PROFESSOR,2.2
Mathematics,1270,University of Maryland,Denny,,Gulick,464649,58,good,TEACHER,PROFESSOR,4.0
Writing,1270,University of Maryland,Antonino,,Gulli,2233765,12,good,TEACHER,PROFESSOR,4.8
Women's Studies,1270,University of Maryland,Gay,,Gullickson,1419048,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1270,University of Maryland,Mestiyage,Danul,Gunatilleka,2557601,33,average,TEACHER,PROFESSOR,2.8
Education,1270,University of Maryland,Bella,,Guner,919373,3,poor,TEACHER,PROFESSOR,2.3
Agriculture,1270,University of Maryland,Snaebjorn,,Gunnsteinsson,2409329,4,poor,TEACHER,PROFESSOR,1.5
Communication,1270,University of Maryland,Jiankun,,Guo,2027567,1,poor,TEACHER,PROFESSOR,2.0
Women's Studies,1270,University of Maryland,Yu,,Guo,2242633,5,good,TEACHER,PROFESSOR,4.2
Physics,1270,University of Maryland,Ayush,,Gupta,1263798,3,good,TEACHER,PROFESSOR,4.3
Finance,1270,University of Maryland,Anil,K,Gupta,2272014,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,Ashwani,,Gupta,1075674,3,average,TEACHER,PROFESSOR,2.7
English,1270,University of Maryland,Nicole,,Gurley,1135311,7,average,TEACHER,PROFESSOR,2.5
Criminal Justice,1270,University of Maryland,Amon,,Gus,2821608,0,zero,TEACHER,PROFESSOR,N/A
Languages,1270,University of Maryland,Inna,,Hardman,870175,2,good,TEACHER,PROFESSOR,4.2
Accounting,1270,University of Maryland,Ken,,Hardy,621233,11,average,TEACHER,PROFESSOR,3.0
Art History,1270,University of Maryland,June,,Hargrove,632443,13,average,TEACHER,PROFESSOR,2.8
African-American Studies,1270,University of Maryland,Sharon,,Harley,1269261,3,average,TEACHER,PROFESSOR,3.0
Business,1270,University of Maryland,Mary,,Harms,712242,7,good,TEACHER,PROFESSOR,3.9
Philosophy,1270,University of Maryland,Quinn,,Harr,2515114,1,good,TEACHER,PROFESSOR,5.0
Environmental Science,1270,University of Maryland,Reginal,,Harrell,1918305,0,zero,TEACHER,PROFESSOR,N/A
Art History,1270,University of Maryland,Margaret,,Harrington,2307238,0,zero,TEACHER,PROFESSOR,N/A
Astronomy,1270,University of Maryland,Andrew,,Harris,2247203,0,zero,TEACHER,PROFESSOR,N/A
Public Policy,1270,University of Maryland,Nina,,Harris,2409330,2,good,TEACHER,PROFESSOR,4.5
Education,1270,University of Maryland,Tasha,,Harris,2740082,1,poor,TEACHER,PROFESSOR,1.0
Languages,1270,University of Maryland,Regina,,Harrison,192781,5,average,TEACHER,PROFESSOR,3.0
Family Studies,1270,University of Maryland,John,,Hart,2248798,1,good,TEACHER,PROFESSOR,5.0
Atmospheric  Oceanic Sciences,1270,University of Maryland,Corinne,,Hartin,2225745,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Theodore,,Hartman,1820773,3,average,TEACHER,PROFESSOR,2.7
Aerospace Studies,1270,University of Maryland,Christine,,Hartzell,2498799,2,average,TEACHER,PROFESSOR,2.5
Communication,1270,University of Maryland,Christine,,Harvey,2306661,1,good,TEACHER,PROFESSOR,5.0
Asian Studies,1270,University of Maryland,Satoru,,Hashimoto,2182481,3,good,TEACHER,PROFESSOR,4.7
Physics,1270,University of Maryland,Adil,,Hassam,1389591,8,good,TEACHER,PROFESSOR,4.7
Foreign Languages,1270,University of Maryland,Inas,,Hassan,998191,2,good,TEACHER,PROFESSOR,5.0
Biology,1270,University of Maryland,Chris,,Hakenkamp,977625,16,good,TEACHER,PROFESSOR,3.8
Biomedical,1270,University of Maryland,Christine,,Hakenkamp,2761474,1,average,TEACHER,PROFESSOR,3.0
Psychology,1270,University of Maryland,F Scott,,Hall,573795,8,good,TEACHER,PROFESSOR,3.9
Education,1270,University of Maryland,Nathan,,Hall,1265424,4,good,TEACHER,PROFESSOR,4.0
Physics,1270,University of Maryland,Carter,,Hall,1581865,6,good,TEACHER,PROFESSOR,4.9
Geography,1270,University of Maryland,Joanne,,Hall,2397680,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Dolly,,Hall,2427183,1,poor,TEACHER,PROFESSOR,2.0
Science,1270,University of Maryland,Cherisse,,Hall,2610738,0,zero,TEACHER,PROFESSOR,N/A
Biology,1270,University of Maryland,Brantley,,Hall,2754437,0,zero,TEACHER,PROFESSOR,N/A
Geography,1270,University of Maryland,Amanda,Hoffman,Hall,2631100,8,good,TEACHER,PROFESSOR,5.0
Public Policy,1270,University of Maryland,Ricco,,Hall,1947437,14,poor,TEACHER,PROFESSOR,2.2
Classics,1270,University of Maryland,Judith,,Hallett,2306367,0,zero,TEACHER,PROFESSOR,N/A
Finance,1270,University of Maryland,Karen,,Hallows,1907491,24,average,TEACHER,PROFESSOR,2.5
Mathematics,1270,University of Maryland,Russell,,Halper,1042943,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1270,University of Maryland,Steve,,Halperin,2377821,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Carissa,,Halston,2452860,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland,John,,Ham,1416521,1,good,TEACHER,PROFESSOR,5.0
Anthropology,1270,University of Maryland,George,,Hambrecht,2310779,5,good,TEACHER,PROFESSOR,4.4
Engineering,1270,University of Maryland,Catherine,,Hamel,2466948,7,good,TEACHER,PROFESSOR,5.0
Business,1270,University of Maryland,James,,Hamerstone,2168848,6,average,TEACHER,PROFESSOR,3.3
Physics,1270,University of Maryland,Aria,,Heidarian,2463719,5,good,TEACHER,PROFESSOR,4.4
Physics,1270,University of Maryland,Negar,,Heidarian Boroujeni,2649263,2,good,TEACHER,PROFESSOR,5.0
Information Science,1270,University of Maryland,Donal,,Heidenblad,2373479,15,good,TEACHER,PROFESSOR,4.3
Accounting,1270,University of Maryland,Mary,,Heim,1869807,2,poor,TEACHER,PROFESSOR,1.0
Political Science,1270,University of Maryland,Martin,,Heisler,461782,0,zero,TEACHER,PROFESSOR,N/A
Economics,1270,University of Maryland,Judith,,Hellerstein,2381662,3,good,TEACHER,PROFESSOR,4.0
Chemistry,1270,University of Maryland,Louise,,Hellwig,1782836,0,zero,TEACHER,PROFESSOR,N/A
Law,1270,University of Maryland,Lisa,,Hemmer,2303867,0,zero,TEACHER,PROFESSOR,N/A
Education,1270,University of Maryland,Susan,,Hendricks,217987,6,good,TEACHER,PROFESSOR,3.8
Urban Studies,1270,University of Maryland,Marccus,,Hendricks,2313869,7,poor,TEACHER,PROFESSOR,1.9
History,1270,University of Maryland,.,,Henretta,556562,3,average,TEACHER,PROFESSOR,2.5
Atmospheric amp Oceanic Sciences,1270,University of Maryland,Jeffrey,,Henrikson,2463170,6,good,TEACHER,PROFESSOR,5.0
Journalism,1270,University of Maryland,Tamara,,Henry,1868256,3,average,TEACHER,PROFESSOR,2.8
Psychology,1270,University of Maryland,Jens,,Herberholz,1534174,2,good,TEACHER,PROFESSOR,4.5
Communication,1270,University of Maryland,Art,,Herbig,926105,25,average,TEACHER,PROFESSOR,3.0
History,1270,University of Maryland,Jeffrey,,Herf,844935,13,good,TEACHER,PROFESSOR,3.7
Mathematics,1270,University of Maryland,Albert John,,Hergenroeder,1250175,0,zero,TEACHER,PROFESSOR,N/A
English,1270,University of Maryland,Katherine,,Herman,1847239,5,average,TEACHER,PROFESSOR,3.2
Computer Science,1270,University of Maryland,Larry,,Herman,544718,113,average,TEACHER,PROFESSOR,3.1
Spanish,1270,University of Maryland,Daniela,,Hernandez,2487169,3,good,TEACHER,PROFESSOR,5.0
Music,1270,University of Maryland,Dora,,Hanninen,650244,11,average,TEACHER,PROFESSOR,3.4
Chemistry,1270,University of Maryland,N,,Hansen,1072728,2,good,TEACHER,PROFESSOR,4.2
Journalism,1270,University of Maryland,Christopher ,,Hanson,2076053,3,poor,TEACHER,PROFESSOR,2.0
Mathematics,1270,University of Maryland,James,,Hanson,2802067,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1270,University of Maryland,O,,Hao,784413,5,average,TEACHER,PROFESSOR,2.7
Women's Studies,1270,University of Maryland,Sara,,Haq,2168029,15,good,TEACHER,PROFESSOR,4.7
African-American Studies,1270,University of Maryland,Cecily,,Hardaway,2659003,0,zero,TEACHER,PROFESSOR,N/A
Theater,1270,University of Maryland,James,,Harding,2046367,1,good,TEACHER,PROFESSOR,4.0
Languages,1270,University of Maryland,Inna,,Hardman,870175,2,good,TEACHER,PROFESSOR,4.2
Accounting,1270,University of Maryland,Ken,,Hardy,621233,11,average,TEACHER,PROFESSOR,3.0
Communication,1270,University of Maryland,Alisa,,Hardy,2753163,1,good,TEACHER,PROFESSOR,5.0
Art History,1270,University of Maryland,June,,Hargrove,632443,13,average,TEACHER,PROFESSOR,2.8
African-American Studies,1270,University of Maryland,Sharon,,Harley,1269261,4,average,TEACHER,PROFESSOR,2.5
Honors,1270,University of Maryland,Alexandra,,Harlig,2768443,1,good,TEACHER,PROFESSOR,4.0
